Age,Sex,Country,Unemployment Rate (%),Year,Month
15-24,Male,Chile,0.1452781520692974,2014,2
25+,Male,Chile,0.0472370886156396,2014,2
15-24,Female,Chile,0.2096565986394558,2014,2
25+,Female,Chile,0.0521723463154632,2014,2
15-24,Total,Chile,0.1734831973126225,2014,1
25+,Total,Chile,0.0449737420510433,2014,1
15-24,Male,Chile,0.150071797838983,2014,1
25+,Male,Chile,0.04201795142272,2014,1
15-24,Female,Chile,0.206094325842225,2014,1
25+,Female,Chile,0.0491815441363075,2014,1
15-24,Total,Colombia,0.1898401278083768,2024,8
25+,Total,Colombia,0.0760237368117877,2024,8
15-24,Male,Colombia,0.1712191741070893,2024,8
25+,Male,Colombia,0.0633644929925315,2024,8
15-24,Female,Colombia,0.2158002923503443,2024,8
25+,Female,Colombia,0.0928238182381048,2024,8
15-24,Total,Colombia,0.1981288861828416,2024,7
25+,Total,Colombia,0.0765831569429401,2024,7
15-24,Male,Colombia,0.158853930459713,2024,7
25+,Male,Colombia,0.0587438927742346,2024,7
15-24,Female,Colombia,0.2514030086650961,2024,7
25+,Female,Colombia,0.1003036621195944,2024,7
15-24,Total,Colombia,0.2038757132592839,2024,6
25+,Total,Colombia,0.0802926085364345,2024,6
15-24,Male,Colombia,0.1815852065096284,2024,6
25+,Male,Colombia,0.0640453573809322,2024,6
15-24,Female,Colombia,0.2348012275687704,2024,6
25+,Female,Colombia,0.1025968020093108,2024,6
15-24,Total,Colombia,0.1854236665244398,2024,5
25+,Total,Colombia,0.0838782668566029,2024,5
15-24,Male,Colombia,0.1543133265660486,2024,5
25+,Male,Colombia,0.0752838288998287,2024,5
15-24,Female,Colombia,0.2299718240809086,2024,5
25+,Female,Colombia,0.0955275886784687,2024,5
15-24,Total,Colombia,0.2023534979991157,2024,4
25+,Total,Colombia,0.0856071901833367,2024,4
15-24,Male,Colombia,0.1713518884694509,2024,4
25+,Male,Colombia,0.0710271130058134,2024,4
15-24,Female,Colombia,0.2458144710066759,2024,4
25+,Female,Colombia,0.1048910606302012,2024,4
15-24,Total,Colombia,0.2002627360742044,2024,3
25+,Total,Colombia,0.091439451887213,2024,3
15-24,Male,Colombia,0.1671083261932262,2024,3
25+,Male,Colombia,0.0732608577003479,2024,3
15-24,Female,Colombia,0.2448217174598128,2024,3
25+,Female,Colombia,0.1157617057234881,2024,3
15-24,Total,Colombia,0.2244004969898567,2024,2
25+,Total,Colombia,0.0934521227485508,2024,2
15-24,Male,Colombia,0.1720202904459821,2024,2
25+,Male,Colombia,0.0783471260645683,2024,2
15-24,Female,Colombia,0.2958548015803945,2024,2
25+,Female,Colombia,0.1139077774633345,2024,2
15-24,Total,Colombia,0.2235734497613052,2024,1
25+,Total,Colombia,0.1022280712393557,2024,1
15-24,Male,Colombia,0.1783870867890508,2024,1
25+,Male,Colombia,0.0863650180280488,2024,1
15-24,Female,Colombia,0.2895261088403679,2024,1
25+,Female,Colombia,0.1242326340680078,2024,1
15-24,Total,Colombia,0.1888483858722365,2023,12
25+,Total,Colombia,0.0767044249820259,2023,12
15-24,Male,Colombia,0.1562963346171149,2023,12
25+,Male,Colombia,0.0667770883267012,2023,12
15-24,Female,Colombia,0.2370362418383555,2023,12
25+,Female,Colombia,0.0901731889260359,2023,12
15-24,Total,Colombia,0.1841239444021984,2023,11
25+,Total,Colombia,0.0682136986049758,2023,11
15-24,Male,Colombia,0.1515953842328749,2023,11
25+,Male,Colombia,0.0594884725076876,2023,11
15-24,Female,Colombia,0.2287412953088618,2023,11
25+,Female,Colombia,0.0800864972588568,2023,11
15-24,Total,Colombia,0.1861294324217448,2023,10
25+,Total,Colombia,0.0713590999094876,2023,10
15-24,Male,Colombia,0.1672081845143145,2023,10
25+,Male,Colombia,0.0583652066739214,2023,10
15-24,Female,Colombia,0.2115904012764044,2023,10
25+,Female,Colombia,0.0887376244784756,2023,10
15-24,Total,Colombia,0.1789652414272018,2023,9
25+,Total,Colombia,0.0736601910360996,2023,9
15-24,Male,Colombia,0.1445206388707814,2023,9
25+,Male,Colombia,0.0641726263757721,2023,9
15-24,Female,Colombia,0.2271530934693425,2023,9
25+,Female,Colombia,0.0864093445599707,2023,9
15-24,Total,Colombia,0.1761255871578739,2023,8
25+,Total,Colombia,0.0735289749129864,2023,8
15-24,Male,Colombia,0.1520262772212022,2023,8
25+,Male,Colombia,0.0591489077939467,2023,8
15-24,Female,Colombia,0.2090459404101631,2023,8
25+,Female,Colombia,0.0928524690210623,2023,8
15-24,Total,Colombia,0.1878779647427779,2023,7
25+,Total,Colombia,0.0740333426605047,2023,7
15-24,Male,Colombia,0.1602889344779369,2023,7
25+,Male,Colombia,0.0620375733205002,2023,7
15-24,Female,Colombia,0.2252264503845821,2023,7
25+,Female,Colombia,0.0900914527190781,2023,7
15-24,Total,Colombia,0.1786881444359456,2023,6
25+,Total,Colombia,0.0731377690185739,2023,6
15-24,Male,Colombia,0.1557943436086604,2023,6
25+,Male,Colombia,0.0607472037367089,2023,6
15-24,Female,Colombia,0.2111944756933408,2023,6
25+,Female,Colombia,0.0899910295866437,2023,6
15-24,Total,Colombia,0.1911306435238512,2023,5
25+,Total,Colombia,0.0843914075340846,2023,5
15-24,Male,Colombia,0.147761514642761,2023,5
25+,Male,Colombia,0.0701659306207042,2023,5
15-24,Female,Colombia,0.2498517271028112,2023,5
25+,Female,Colombia,0.1033252404075026,2023,5
15-24,Total,Colombia,0.2113370454477075,2023,4
25+,Total,Colombia,0.0809297085206429,2023,4
15-24,Male,Colombia,0.1795567159270594,2023,4
25+,Male,Colombia,0.0634128980280627,2023,4
15-24,Female,Colombia,0.2556051525990451,2023,4
25+,Female,Colombia,0.1046633453268779,2023,4
15-24,Total,Colombia,0.1981137110335197,2023,3
25+,Total,Colombia,0.0797918351556235,2023,3
15-24,Male,Colombia,0.1649410720984266,2023,3
25+,Male,Colombia,0.0624479747401306,2023,3
15-24,Female,Colombia,0.2466342422733607,2023,3
25+,Female,Colombia,0.1031998746515479,2023,3
15-24,Total,Colombia,0.2001272553717817,2023,2
25+,Total,Colombia,0.0918352698221204,2023,2
15-24,Male,Colombia,0.1602005626751322,2023,2
25+,Male,Colombia,0.0709082011283643,2023,2
15-24,Female,Colombia,0.255913540101035,2023,2
25+,Female,Colombia,0.1199006419270629,2023,2
15-24,Total,Colombia,0.2412848100322787,2023,1
25+,Total,Colombia,0.11098674213976,2023,1
15-24,Male,Colombia,0.1994229460480004,2023,1
25+,Male,Colombia,0.0905861324276705,2023,1
15-24,Female,Colombia,0.2978789695649431,2023,1
25+,Female,Colombia,0.1393343546473824,2023,1
15-24,Total,Colombia,0.1841009036846483,2022,12
25+,Total,Colombia,0.0795733262108245,2022,12
15-24,Male,Colombia,0.1417309997820242,2022,12
25+,Male,Colombia,0.0688601798345659,2022,12
15-24,Female,Colombia,0.2450313524046856,2022,12
25+,Female,Colombia,0.0942396779771135,2022,12
15-24,Total,Colombia,0.1802672242985795,2022,11
25+,Total,Colombia,0.0719741307167179,2022,11
15-24,Male,Colombia,0.1517331830543999,2022,11
25+,Male,Colombia,0.0571249464939904,2022,11
15-24,Female,Colombia,0.2221938518969168,2022,11
25+,Female,Colombia,0.0920550434578174,2022,11
15-24,Total,Colombia,0.1906142974470263,2022,10
25+,Total,Colombia,0.0733364041522418,2022,10
15-24,Male,Colombia,0.1408614106796434,2022,10
25+,Male,Colombia,0.0597613721018103,2022,10
15-24,Female,Colombia,0.2647285266593652,2022,10
25+,Female,Colombia,0.0917776333102531,2022,10
15-24,Total,Colombia,0.1995498051136548,2022,9
25+,Total,Colombia,0.0832090286805013,2022,9
15-24,Male,Colombia,0.1710335951117592,2022,9
25+,Male,Colombia,0.0699415016743786,2022,9
15-24,Female,Colombia,0.2376696924222375,2022,9
25+,Female,Colombia,0.1011766053704101,2022,9
15-24,Total,Colombia,0.2196696554492659,2022,8
25+,Total,Colombia,0.0813580907273699,2022,8
15-24,Male,Colombia,0.1820524896975745,2022,8
25+,Male,Colombia,0.0678528490887601,2022,8
15-24,Female,Colombia,0.2721754443931842,2022,8
25+,Female,Colombia,0.0997255391402651,2022,8
15-24,Total,Colombia,0.2017192918941495,2022,7
25+,Total,Colombia,0.0879570569685592,2022,7
15-24,Male,Colombia,0.1588082469038711,2022,7
25+,Male,Colombia,0.0739545615953013,2022,7
15-24,Female,Colombia,0.2635543705141603,2022,7
25+,Female,Colombia,0.1070925920230145,2022,7
15-24,Total,Colombia,0.2074695333344427,2022,6
25+,Total,Colombia,0.0889510735771913,2022,6
15-24,Male,Colombia,0.1791506884558973,2022,6
25+,Male,Colombia,0.0738872202706144,2022,6
15-24,Female,Colombia,0.2502183761721842,2022,6
25+,Female,Colombia,0.1097616972659341,2022,6
15-24,Total,Colombia,0.1958737907010501,2022,5
25+,Total,Colombia,0.0841950833559589,2022,5
15-24,Male,Colombia,0.1609526177137346,2022,5
25+,Male,Colombia,0.0684463054775759,2022,5
15-24,Female,Colombia,0.2457980628010458,2022,5
25+,Female,Colombia,0.105944232060826,2022,5
15-24,Total,Colombia,0.2122579869861937,2022,4
25+,Total,Colombia,0.087141342598652,2022,4
15-24,Male,Colombia,0.1695477990812304,2022,4
25+,Male,Colombia,0.0712477980413596,2022,4
15-24,Female,Colombia,0.2693442037095944,2022,4
25+,Female,Colombia,0.1088373044476901,2022,4
15-24,Total,Colombia,0.2186528127171546,2022,3
25+,Total,Colombia,0.0971779669410955,2022,3
15-24,Male,Colombia,0.1692930685718182,2022,3
25+,Male,Colombia,0.0799844537919125,2022,3
15-24,Female,Colombia,0.2882060144255469,2022,3
25+,Female,Colombia,0.1213250414645238,2022,3
15-24,Total,Colombia,0.2451151983064828,2022,2
25+,Total,Colombia,0.1004283903419763,2022,2
15-24,Male,Colombia,0.2040915563891494,2022,2
25+,Male,Colombia,0.0800313038905908,2022,2
15-24,Female,Colombia,0.3007423418689118,2022,2
25+,Female,Colombia,0.1282473718688938,2022,2
15-24,Total,Colombia,0.2607733785037625,2022,1
25+,Total,Colombia,0.1165050391692275,2022,1
15-24,Male,Colombia,0.2200987700113892,2022,1
25+,Male,Colombia,0.0877453873496956,2022,1
15-24,Female,Colombia,0.3166280411474423,2022,1
25+,Female,Colombia,0.1568537050288048,2022,1
15-24,Total,Colombia,0.190063972744434,2021,12
25+,Total,Colombia,0.0874809692648004,2021,12
15-24,Male,Colombia,0.1602133280638147,2021,12
25+,Male,Colombia,0.0661946857051051,2021,12
15-24,Female,Colombia,0.2305833942593454,2021,12
25+,Female,Colombia,0.1185511385982852,2021,12
15-24,Total,Colombia,0.2400191423434886,2021,11
25+,Total,Colombia,0.1036941060936753,2021,11
15-24,Male,Colombia,0.1758172094497535,2021,11
25+,Male,Colombia,0.080093878243105,2021,11
15-24,Female,Colombia,0.3222314818613025,2021,11
25+,Female,Colombia,0.1370843887819851,2021,11
15-24,Total,Colombia,0.2430424972690889,2021,10
25+,Total,Colombia,0.1200566611218758,2021,10
15-24,Male,Colombia,0.1734291752711453,2021,10
25+,Male,Colombia,0.0897434745092399,2021,10
15-24,Female,Colombia,0.3360532839154808,2021,10
25+,Female,Colombia,0.1616299241177177,2021,10
15-24,Total,Colombia,0.2357156717667047,2021,9
25+,Total,Colombia,0.1339946901220344,2021,9
15-24,Male,Colombia,0.173292440095632,2021,9
25+,Male,Colombia,0.1090655576444962,2021,9
15-24,Female,Colombia,0.3248725791232388,2021,9
25+,Female,Colombia,0.1691631978775153,2021,9
15-24,Total,Colombia,0.2188616512692763,2021,8
25+,Total,Colombia,0.1004202463474737,2021,8
15-24,Male,Colombia,0.1671709553518566,2021,8
25+,Male,Colombia,0.0769216711213706,2021,8
15-24,Female,Colombia,0.2925254906426295,2021,8
25+,Female,Colombia,0.133087630987771,2021,8
15-24,Total,Colombia,0.2572286923580642,2021,7
25+,Total,Colombia,0.1139517988949244,2021,7
15-24,Male,Colombia,0.2017723563963573,2021,7
25+,Male,Colombia,0.0914432397874885,2021,7
15-24,Female,Colombia,0.3335430455243224,2021,7
25+,Female,Colombia,0.1463551371028998,2021,7
15-24,Total,Colombia,0.250481117091565,2021,6
25+,Total,Colombia,0.1174550874056213,2021,6
15-24,Male,Colombia,0.1963700631305356,2021,6
25+,Male,Colombia,0.0934100679789598,2021,6
15-24,Female,Colombia,0.3201192015929818,2021,6
25+,Female,Colombia,0.1529976626936219,2021,6
15-24,Total,Colombia,0.2751877761293834,2021,5
25+,Total,Colombia,0.123480760040263,2021,5
15-24,Male,Colombia,0.2348186663333841,2021,5
25+,Male,Colombia,0.1043493904349509,2021,5
15-24,Female,Colombia,0.3322782722178741,2021,5
25+,Female,Colombia,0.1510389329220315,2021,5
15-24,Total,Colombia,0.2550367006569992,2021,4
25+,Total,Colombia,0.1225858627329018,2021,4
15-24,Male,Colombia,0.2148854695845312,2021,4
25+,Male,Colombia,0.1002222058050185,2021,4
15-24,Female,Colombia,0.3103234045066014,2021,4
25+,Female,Colombia,0.1542423944254546,2021,4
15-24,Total,Colombia,0.2371573687514322,2021,3
25+,Total,Colombia,0.1155215607994625,2021,3
15-24,Male,Colombia,0.1967681359273652,2021,3
25+,Male,Colombia,0.0876648810907995,2021,3
15-24,Female,Colombia,0.2929799035884923,2021,3
25+,Female,Colombia,0.1546478540431127,2021,3
15-24,Total,Colombia,0.2581591149699896,2021,2
25+,Total,Colombia,0.1325714276727915,2021,2
15-24,Male,Colombia,0.1968158316129043,2021,2
25+,Male,Colombia,0.0985505554434643,2021,2
15-24,Female,Colombia,0.3428149960505847,2021,2
25+,Female,Colombia,0.1797307312542655,2021,2
15-24,Total,Colombia,0.2929536162245357,2021,1
25+,Total,Colombia,0.1399215889265926,2021,1
15-24,Male,Colombia,0.2416517009096155,2021,1
25+,Male,Colombia,0.1097492862471348,2021,1
15-24,Female,Colombia,0.362464086055258,2021,1
25+,Female,Colombia,0.1831349286937247,2021,1
15-24,Total,Colombia,0.2434212825718797,2020,12
25+,Total,Colombia,0.1102684448673685,2020,12
15-24,Male,Colombia,0.1831565865031343,2020,12
25+,Male,Colombia,0.0893361829942563,2020,12
15-24,Female,Colombia,0.3279363944470454,2020,12
25+,Female,Colombia,0.1401689105691455,2020,12
15-24,Total,Colombia,0.2474909933935405,2020,11
25+,Total,Colombia,0.1097980434834478,2020,11
15-24,Male,Colombia,0.1850339109611734,2020,11
25+,Male,Colombia,0.0862115048951623,2020,11
15-24,Female,Colombia,0.3323826414409005,2020,11
25+,Female,Colombia,0.14329593152181,2020,11
15-24,Total,Colombia,0.2540777288308691,2020,10
25+,Total,Colombia,0.1261071641386971,2020,10
15-24,Male,Colombia,0.1848725892055933,2020,10
25+,Male,Colombia,0.0966814236533611,2020,10
15-24,Female,Colombia,0.3498134508749812,2020,10
25+,Female,Colombia,0.1666723964321185,2020,10
15-24,Total,Colombia,0.2490152108659102,2020,9
25+,Total,Colombia,0.1384357001907543,2020,9
15-24,Male,Colombia,0.1920494223831441,2020,9
25+,Male,Colombia,0.1143193322806863,2020,9
15-24,Female,Colombia,0.3304305757135946,2020,9
25+,Female,Colombia,0.1725709322206004,2020,9
15-24,Total,Colombia,0.2837181194845294,2020,8
25+,Total,Colombia,0.1442603027405757,2020,8
15-24,Male,Colombia,0.2362944162436548,2020,8
25+,Male,Colombia,0.1165214905634506,2020,8
15-24,Female,Colombia,0.3548518594139032,2020,8
25+,Female,Colombia,0.185224753959484,2020,8
15-24,Total,Colombia,0.3440024336273551,2020,7
25+,Total,Colombia,0.176311049183615,2020,7
15-24,Male,Colombia,0.2812663193533475,2020,7
25+,Male,Colombia,0.1449327126025932,2020,7
15-24,Female,Colombia,0.4474235076148447,2020,7
25+,Female,Colombia,0.2238119092508363,2020,7
15-24,Total,Colombia,0.3081268930202731,2020,6
25+,Total,Colombia,0.1736202848590657,2020,6
15-24,Male,Colombia,0.2517836853902599,2020,6
25+,Male,Colombia,0.1459836160543785,2020,6
15-24,Female,Colombia,0.3931011023849088,2020,6
25+,Female,Colombia,0.2130526143007514,2020,6
15-24,Total,Colombia,0.3207197445529975,2020,5
25+,Total,Colombia,0.1785849972205338,2020,5
15-24,Male,Colombia,0.3021450056262442,2020,5
25+,Male,Colombia,0.1575695268770707,2020,5
15-24,Female,Colombia,0.3499425921780672,2020,5
25+,Female,Colombia,0.2093042780442451,2020,5
15-24,Total,Colombia,0.3048506083760772,2020,4
25+,Total,Colombia,0.1630920056781858,2020,4
15-24,Male,Colombia,0.2626358886826455,2020,4
25+,Male,Colombia,0.1464817875559926,2020,4
15-24,Female,Colombia,0.3663962878526607,2020,4
25+,Female,Colombia,0.1876807917258679,2020,4
15-24,Total,Colombia,0.2347573708719752,2020,3
25+,Total,Colombia,0.1039284603954149,2020,3
15-24,Male,Colombia,0.1914259839436068,2020,3
25+,Male,Colombia,0.0847001898622945,2020,3
15-24,Female,Colombia,0.2977547441598296,2020,3
25+,Female,Colombia,0.1301794469723138,2020,3
15-24,Total,Colombia,0.2300862519782746,2020,2
25+,Total,Colombia,0.1023875478156033,2020,2
15-24,Male,Colombia,0.1885734290092128,2020,2
25+,Male,Colombia,0.0742675717040876,2020,2
15-24,Female,Colombia,0.2929739914161947,2020,2
25+,Female,Colombia,0.1409183447176749,2020,2
15-24,Total,Colombia,0.2489679652152476,2020,1
25+,Total,Colombia,0.1045144129305246,2020,1
15-24,Male,Colombia,0.2100997536229411,2020,1
25+,Male,Colombia,0.0853045547233805,2020,1
15-24,Female,Colombia,0.309090749177646,2020,1
25+,Female,Colombia,0.1308175386925866,2020,1
15-24,Total,Colombia,0.1797090337971871,2019,12
25+,Total,Colombia,0.0747530214115319,2019,12
15-24,Male,Colombia,0.1382120081013675,2019,12
25+,Male,Colombia,0.0553772865715531,2019,12
15-24,Female,Colombia,0.2401523546212894,2019,12
25+,Female,Colombia,0.1017231394817932,2019,12
15-24,Total,Colombia,0.1750066590855538,2019,11
25+,Total,Colombia,0.0731141662729889,2019,11
15-24,Male,Colombia,0.1430032391947354,2019,11
25+,Male,Colombia,0.0566613769923365,2019,11
15-24,Female,Colombia,0.2206877343411466,2019,11
25+,Female,Colombia,0.0954965173847248,2019,11
15-24,Total,Colombia,0.2005511363374219,2019,10
25+,Total,Colombia,0.0751770721225743,2019,10
15-24,Male,Colombia,0.1663607161281287,2019,10
25+,Male,Colombia,0.0611163512373133,2019,10
15-24,Female,Colombia,0.2474470210128757,2019,10
25+,Female,Colombia,0.0936016318934258,2019,10
15-24,Total,Colombia,0.2108826372548682,2019,9
25+,Total,Colombia,0.0810885459864961,2019,9
15-24,Male,Colombia,0.1637859108943723,2019,9
25+,Male,Colombia,0.0663898275749902,2019,9
15-24,Female,Colombia,0.2735411787063798,2019,9
25+,Female,Colombia,0.1007519752972168,2019,9
15-24,Total,Colombia,0.2179652948177316,2019,8
25+,Total,Colombia,0.0848104615910893,2019,8
15-24,Male,Colombia,0.1796749587065525,2019,8
25+,Male,Colombia,0.064783329377992,2019,8
15-24,Female,Colombia,0.2724837037743648,2019,8
25+,Female,Colombia,0.1122962244421421,2019,8
15-24,Total,Colombia,0.2295168890495491,2019,7
25+,Total,Colombia,0.08406059384527,2019,7
15-24,Male,Colombia,0.1889542746912243,2019,7
25+,Male,Colombia,0.0702915423650109,2019,7
15-24,Female,Colombia,0.2865600275065398,2019,7
25+,Female,Colombia,0.1024635805600995,2019,7
15-24,Total,Colombia,0.188241979091947,2019,6
25+,Total,Colombia,0.074279880757678,2019,6
15-24,Male,Colombia,0.1555569005820602,2019,6
25+,Male,Colombia,0.0566430112963843,2019,6
15-24,Female,Colombia,0.2331080443159316,2019,6
25+,Female,Colombia,0.0979609450732103,2019,6
15-24,Total,Colombia,0.2106482556054001,2019,5
25+,Total,Colombia,0.082579193330445,2019,5
15-24,Male,Colombia,0.1737153070390709,2019,5
25+,Male,Colombia,0.0666530062077571,2019,5
15-24,Female,Colombia,0.2595318701415225,2019,5
25+,Female,Colombia,0.1040623128585909,2019,5
15-24,Total,Colombia,0.20446174318276,2019,4
25+,Total,Colombia,0.080101981141079,2019,4
15-24,Male,Colombia,0.1769109313008511,2019,4
25+,Male,Colombia,0.0637602714029705,2019,4
15-24,Female,Colombia,0.2439434622723931,2019,4
25+,Female,Colombia,0.1019781168880745,2019,4
15-24,Total,Colombia,0.2139362835358007,2019,3
25+,Total,Colombia,0.0859072603565237,2019,3
15-24,Male,Colombia,0.1735331138978076,2019,3
25+,Male,Colombia,0.0693954754013347,2019,3
15-24,Female,Colombia,0.2722338266773546,2019,3
25+,Female,Colombia,0.1078970370276535,2019,3
15-24,Total,Colombia,0.2095369554707647,2019,2
25+,Total,Colombia,0.0968633268219577,2019,2
15-24,Male,Colombia,0.1629770780187403,2019,2
25+,Male,Colombia,0.0762876728177497,2019,2
15-24,Female,Colombia,0.274759198657631,2019,2
25+,Female,Colombia,0.1243463084438503,2019,2
15-24,Total,Colombia,0.2399852010323848,2019,1
25+,Total,Colombia,0.1010104776559676,2019,1
15-24,Male,Colombia,0.1808175651202704,2019,1
25+,Male,Colombia,0.0795199154724486,2019,1
15-24,Female,Colombia,0.3262553666356062,2019,1
25+,Female,Colombia,0.1301200730170176,2019,1
15-24,Total,Colombia,0.1934266525362132,2018,12
25+,Total,Colombia,0.0702991220637767,2018,12
15-24,Male,Colombia,0.149059277414201,2018,12
25+,Male,Colombia,0.0534579090883307,2018,12
15-24,Female,Colombia,0.2611464350557897,2018,12
25+,Female,Colombia,0.0929623070137738,2018,12
15-24,Total,Colombia,0.1886908948051265,2018,11
25+,Total,Colombia,0.0629179844155929,2018,11
15-24,Male,Colombia,0.1460985606762295,2018,11
25+,Male,Colombia,0.0487360008419674,2018,11
15-24,Female,Colombia,0.2470646921742497,2018,11
25+,Female,Colombia,0.0821464539216359,2018,11
15-24,Total,Colombia,0.1870520331914885,2018,10
25+,Total,Colombia,0.0686982652542596,2018,10
15-24,Male,Colombia,0.1415171974560256,2018,10
25+,Male,Colombia,0.0517067205822542,2018,10
15-24,Female,Colombia,0.2502618030012197,2018,10
25+,Female,Colombia,0.0909404511223259,2018,10
15-24,Total,Colombia,0.1916450239770268,2018,9
25+,Total,Colombia,0.0724455094529201,2018,9
15-24,Male,Colombia,0.1586125595581104,2018,9
25+,Male,Colombia,0.0593068190066503,2018,9
15-24,Female,Colombia,0.2391115279457318,2018,9
25+,Female,Colombia,0.0899152461379255,2018,9
15-24,Total,Colombia,0.1776400157705795,2018,8
25+,Total,Colombia,0.0716597415483546,2018,8
15-24,Male,Colombia,0.1446339134177267,2018,8
25+,Male,Colombia,0.0600471149879763,2018,8
15-24,Female,Colombia,0.2244371026228616,2018,8
25+,Female,Colombia,0.0870979765073665,2018,8
15-24,Total,Colombia,0.1916792656478335,2018,7
25+,Total,Colombia,0.0754226759629859,2018,7
15-24,Male,Colombia,0.1493241353278143,2018,7
25+,Male,Colombia,0.0607537202645879,2018,7
15-24,Female,Colombia,0.2544368792209526,2018,7
25+,Female,Colombia,0.095213363417986,2018,7
15-24,Total,Colombia,0.1797040200906846,2018,6
25+,Total,Colombia,0.0676769302950294,2018,6
15-24,Male,Colombia,0.141374715330614,2018,6
25+,Male,Colombia,0.0534101578920751,2018,6
15-24,Female,Colombia,0.2339368768453061,2018,6
25+,Female,Colombia,0.086822194221884,2018,6
15-24,Total,Colombia,0.1869949797281666,2018,5
25+,Total,Colombia,0.0739650821096122,2018,5
15-24,Male,Colombia,0.1513613133349881,2018,5
25+,Male,Colombia,0.0582794865097686,2018,5
15-24,Female,Colombia,0.2397332055095087,2018,5
25+,Female,Colombia,0.0947246363949859,2018,5
15-24,Total,Colombia,0.1677541735784213,2018,4
25+,Total,Colombia,0.0755689246702337,2018,4
15-24,Male,Colombia,0.1549939473452853,2018,4
25+,Male,Colombia,0.058175112516393,2018,4
15-24,Female,Colombia,0.1849474593507047,2018,4
25+,Female,Colombia,0.0981810855663523,2018,4
15-24,Total,Colombia,0.2111271671712773,2018,3
25+,Total,Colombia,0.0689487916510449,2018,3
15-24,Male,Colombia,0.16297420879111,2018,3
25+,Male,Colombia,0.0526888943850173,2018,3
15-24,Female,Colombia,0.2801368288988608,2018,3
25+,Female,Colombia,0.0906832870446953,2018,3
15-24,Total,Colombia,0.2239546433634692,2018,2
25+,Total,Colombia,0.0825551470597831,2018,2
15-24,Male,Colombia,0.1740253552076615,2018,2
25+,Male,Colombia,0.0643231152315408,2018,2
15-24,Female,Colombia,0.2942436820188546,2018,2
25+,Female,Colombia,0.1074465902010894,2018,2
15-24,Total,Colombia,0.2357039308485044,2018,1
25+,Total,Colombia,0.090417685578051,2018,1
15-24,Male,Colombia,0.192987793086095,2018,1
25+,Male,Colombia,0.0680335202143562,2018,1
15-24,Female,Colombia,0.2980328099625813,2018,1
25+,Female,Colombia,0.1206939691141303,2018,1
15-24,Total,Colombia,0.1680986359650122,2017,12
25+,Total,Colombia,0.064952066713485,2017,12
15-24,Male,Colombia,0.1326388877246337,2017,12
25+,Male,Colombia,0.0501378453037163,2017,12
15-24,Female,Colombia,0.2167308838635395,2017,12
25+,Female,Colombia,0.0847014900888784,2017,12
15-24,Total,Colombia,0.180714973455705,2017,11
25+,Total,Colombia,0.0633573821711838,2017,11
15-24,Male,Colombia,0.1400470851960121,2017,11
25+,Male,Colombia,0.0479168115565422,2017,11
15-24,Female,Colombia,0.2385772524014017,2017,11
25+,Female,Colombia,0.0839348724736224,2017,11
15-24,Total,Colombia,0.1676592929073249,2017,10
25+,Total,Colombia,0.0652551713943405,2017,10
15-24,Male,Colombia,0.1369230127354205,2017,10
25+,Male,Colombia,0.0523760206866052,2017,10
15-24,Female,Colombia,0.2110146671663015,2017,10
25+,Female,Colombia,0.0816646203228202,2017,10
15-24,Total,Colombia,0.1996230405904784,2017,9
25+,Total,Colombia,0.0682031835209385,2017,9
15-24,Male,Colombia,0.1531847982681862,2017,9
25+,Male,Colombia,0.0539766297483372,2017,9
15-24,Female,Colombia,0.2650256757631753,2017,9
25+,Female,Colombia,0.0868474718737953,2017,9
15-24,Total,Colombia,0.1785853850155968,2017,8
25+,Total,Colombia,0.0709639664359995,2017,8
15-24,Male,Colombia,0.1454837613044048,2017,8
25+,Male,Colombia,0.0562161389002202,2017,8
15-24,Female,Colombia,0.22729134064627,2017,8
25+,Female,Colombia,0.090380823622311,2017,8
15-24,Total,Colombia,0.1963977554039874,2017,7
25+,Total,Colombia,0.0702958765671892,2017,7
15-24,Male,Colombia,0.1496307483898671,2017,7
25+,Male,Colombia,0.0532374810116705,2017,7
15-24,Female,Colombia,0.2640678671735951,2017,7
25+,Female,Colombia,0.092926668047653,2017,7
15-24,Total,Colombia,0.1803249009574714,2017,6
25+,Total,Colombia,0.0632739570043436,2017,6
15-24,Male,Colombia,0.1505880271975273,2017,6
25+,Male,Colombia,0.045382301581887,2017,6
15-24,Female,Colombia,0.2196915289216845,2017,6
25+,Female,Colombia,0.086611738038754,2017,6
15-24,Total,Colombia,0.1793290366958758,2017,5
25+,Total,Colombia,0.0758858480446865,2017,5
15-24,Male,Colombia,0.1396275051075838,2017,5
25+,Male,Colombia,0.0594584779477991,2017,5
15-24,Female,Colombia,0.2349696916012698,2017,5
25+,Female,Colombia,0.0977896117011157,2017,5
15-24,Total,Colombia,0.1775090399853415,2017,4
25+,Total,Colombia,0.0664749316382834,2017,4
15-24,Male,Colombia,0.1367752382570523,2017,4
25+,Male,Colombia,0.0566473173264857,2017,4
15-24,Female,Colombia,0.2326560933990231,2017,4
25+,Female,Colombia,0.0791841879542196,2017,4
15-24,Total,Colombia,0.1860374667125038,2017,3
25+,Total,Colombia,0.0739943275102469,2017,3
15-24,Male,Colombia,0.1390977872021866,2017,3
25+,Male,Colombia,0.0580724367724042,2017,3
15-24,Female,Colombia,0.2522962741150544,2017,3
25+,Female,Colombia,0.0952604787757806,2017,3
